nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,categoria,procedencia_plat
Llom de porc amb mel i llima,gran,alta,tebi,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'pebre', 'sucre morè', 'all', 'sal', 'brou', 'vi', 'salsa', 'oli']",forn_brasa,Internacional
Llom de porc BBQ hickory,gran,alta,tebi,segon,informal,7.5,['totes'],"['hivern', 'tardor']","['porc', 'fum hickory', 'sal', 'mel', 'vinagre', 'espècies']",forn_brasa,Estats Units
Llom de porc farcit de poma,gran,alta,calent,segon,formal,8.5,['totes'],"['hivern', 'tardor']","['porc', 'poma', 'espècies', 'oli', 'mostassa']",forn_brasa,Europa
Llom de porc festiu,gran,alta,tebi,segon,formal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'sal', 'mel', 'vinagre', 'vi', 'hortalisses', 'espècies', 'mustassa']",forn_brasa,Internacional
Llom de porc rostit amb salsa,alta,mitjana,tebi,segon,formal,9.0,['totes'],"['hivern', 'tardor']","['porc', 'sal', 'mel', 'pebre', 'vinagre', 'farigola', 'oli', 'farina', 'brou']",forn_brasa,Europa
Llom de porc rostit farcit de nabius,alta,mitjana,tebi,segon,formal,9.5,['totes'],"['hivern', 'tardor']","['porc', 'sal', 'mel', 'vinagre', 'formatge', 'nabius', 'poma', 'nous', 'pebre', 'all', 'formatge']",forn_brasa,Estats Units
Llop de mar al grill amb herbes,gran,alta,tebi,segon,formal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llobarro', 'oli', 'herbes', 'all', 'sal', 'pebre', 'vi', 'brou']",peix,Mediterrània
Loco moco (arròs amb ou i hamburguesa),mitjana,mitjana,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'hamburguesa', 'arròs', 'gravy']",farinaci_principal,Hawaii
Locrio dominicà de pollastre i arròs,mitjana,alta,tebi,segon,informal,6.5,['totes'],['estiu'],"['oli', 'sucre', 'pollastre', 'olives', 'api', 'ceba', 'all', 'arròs', 'brou', 'tomàquet', 'espècies']",aus,República Dominicana
Luwombo ugandès (carn i verdures al vapor),mitjana,alta,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'ceba', 'all', 'gingebre', 'espècies', 'oli', 'moniato', 'cassava', 'plàtan', 'albergínia', 'cranc sec', 'llet de coco', 'brou', 'sal']",guisat,Uganda
Macarrons al forn (penne),mitjana,mitjana,tebi,segon,informal,7.0,['totes'],['estiu'],"['pasta', 'ricotta', 'ou', 'mantega', 'nata', 'sal', 'pebre', 'all', 'julivert', 'mozzarella', 'tomàquet', 'alfàbrega']",farinaci_principal,Itàlia
Macarrons amb formatge a la cassola,mitjana,mitjana,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['macarrons', 'nata', 'mantega', 'farina', 'formatges', 'ou']",farinaci_principal,Estats Units
Macarrons amb formatge gratinat,mitjana,alta,calent,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'mantega', 'farina', 'mostassa', 'llet', 'ceba', 'tabasco', 'all', 'pebre', 'formatge', 'pa ratllat']",farinaci_principal,Estats Units
Macarrons amb formatge I,mitjana,mitjana,tebi,segon,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'farina', 'llet', 'formatge', 'cayena', 'pasta']",farinaci_principal,Estats Units
Macarrons amb formatge i mascarpone,mitjana,alta,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'farina', 'mascarpone', 'sucre', 'nata', 'pasta']",farinaci_principal,Itàlia
Macarrons amb formatge II,mitjana,mitjana,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'sal', 'llet', 'formatge', 'mantega', 'ou']",farinaci_principal,Estats Units
Macarrons amb formatge per a adults,mitjana,alta,calent,segon,informal,12.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'nata', 'sal', 'formatge', 'mantega', 'farina', 'salsa picant']",farinaci_principal,Estats Units
Macarrons amb formatge vegà,mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'margarina', 'farina', 'llevat nutricional', 'aigua', 'sal', 'all', 'oli']",farinaci_principal,Internacional
Macarrons amb formatge “glorificats”,mitjana,mitjana,tebi,segon,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['macarrons', 'farina', 'mantega', 'llet', 'formatge', 'bacó', 'verdures', 'parmesà', 'espècies']",farinaci_principal,Estats Units
Macarrons amb vedella nigerians,mitjana,alta,tebi,segon,informal,6.5,['totes'],['estiu'],"['vedella', 'pebre', 'sal', 'ceba', 'cub de brou', 'oli', 'macarrons', 'all', 'gingebre', 'tomàquet', 'xili', 'pebrot', 'pastanaga', 'mongetes verdes', 'nou moscada', 'brou']",farinaci_principal,Nigèria
Macarrons Jollof nigerians,mitjana,mitjana,calent,segon,informal,6.0,['totes'],['estiu'],"['macarrons', 'cranc sec', 'pebrot', 'oli', 'ceba', 'tomàquet', 'farigola', 'sal', 'curry', 'ceba tendra']",farinaci_principal,Nigèria
Mandonguilles a l’italiana,mitjana,mitjana,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘vedella’, ‘ou’, ‘farina’, ‘formatge’, ‘sal’, ‘pebre’, ‘oli’]",carn,Itàlia
Mandonguilles alemanyes,alta,alta,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'porc', 'ceba', 'anxova', 'albercórraces', 'espècies', 'ou', 'farina', 'sal', 'pebre']",carn,Alemanya
Mandonguilles alemanyes (Frikadelle),mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'carn', 'ceba', 'ou', 'mostassa', 'brou', 'julivert', 'pebre', 'oli']",carn,Alemanya
Mandonguilles amb salsa de mel i llima,mitjana,alta,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'sal', 'pebre', 'paprika', 'pa ratllat', 'herbes', 'ou', 'mantega', 'brou', 'mel', 'llimona']",carn,Internacional
Mandonguilles de bisó amb salsa hoisin,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'all', 'espècies', 'bisó', 'arròs', 'basil', 'oli', 'fideu']",carn,Estats Units
Mandonguilles de carn estil orient mitjà,mitjana,alta,tebi,segon,informal,7.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['iogurt', 'all', 'menta', 'sal', 'carn', 'arròs', 'ceba', 'cilantre', 'julivert', 'canyella', 'comí']",carn,Pròxim Orient
Mandonguilles egípcies (Kofta),gran,alta,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'ceba', 'all', 'julivert', 'coriandre', 'comí', 'paprika', 'sal', 'pebre', 'oli']",carn,Egipte
Mandonguilles fregides albaneses,mitjana,alta,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'carn', 'ceba', 'formatge', 'pa ratllat', 'oli', 'julivert', 'sal', 'pebre', 'menta', 'orenga', 'farina', 'ou']",carn,Albània
Mandonguilles gregues (Yuvarlak),alta,alta,tebi,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'arròs', 'ou', 'ceba', 'sal', 'pebre', 'oli', 'julivert']",carn,Grècia
Mandonguilles noruegues (Komle),mitjana,mitjana,calent,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘patata’, ‘farina’, ‘sal’, 'greix', 'brou']",vegetal_proteic,Noruega
Mandonguilles rostides (Kyufteta),mitjana,mitjana,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'vedella', 'ceba', 'pa', 'ou', 'pebre', 'farigola', 'nou moscada', 'sal']",carn,Bulgària
Mandonguilles sueques (Kroppkakor),mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'ou', 'farina', 'sal', 'ceba', 'pernil', 'bacó', 'pebre', 'espècies']",carn,Suécia
Mandonguilles sueques I,mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'pa ratllat', 'vedella', 'porc', 'ou', 'ceba', 'sal', 'pebre', 'mantega']",carn,Suécia
Mandonguilles sueques II,alta,alta,calent,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'vedella de vedell', 'porc', 'pa ratllat', 'llet', 'ceba', 'mantega', 'nata', 'julivert', 'sal', 'gingebre', 'pebre']",carn,Suécia
Mandonguilles vegetarianes,mitjana,mitjana,calent,segon,informal,5.0,['totes'],['estiu'],"['ceba', 'suc de poma', 'llavors', 'ou', 'pa ratllat', 'paprika', 'soja', 'vegetals']",vegetal_proteic,Internacional
Marinada de curry indi,petita,baixa,fred,segon,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘coriandre’, ‘comí’, ‘iogurt’, ‘pasta de curry’, ‘curry’, ‘llorer’, ‘sal’, ‘pebre’, ‘cayena’, ‘gingebre’, ‘cilantre’]",guisat,Índia
Marinada d’all i herbes italiana,petita,baixa,fred,segon,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘vi’, ‘all’, ‘romer’, ‘julivert’, ‘sal’, ‘pebre’, ‘orenga’, ‘alfàbrega’, ‘oli’]",forn_brasa,Itàlia
Marinat de pollastre,petita,baixa,fred,segon,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['brou de pollastre', 'vi blanc', 'salsa Worcestershire', 'llimona', 'pebre de Cayenna', 'mel', 'all', 'romaní', 'oli d’oliva', 'llimona', 'farigola', 'sal', 'pebre']",aus,Internacional
Masala de carn,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['chili', 'coriandre', 'pebre negre', 'comí', 'mostassa', 'turmeric', 'clau', 'cardamom']",guisat,Índia
Masala tandoori,mitjana,mitjana,tebi,segon,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fenigrec', 'onion seeds', 'sal', 'garam masala', 'cúrcuma', 'curry', 'corriandre', 'comí', 'paprika', 'all', 'oli', 'gingebre', 'xili', 'cilantro', 'limona', 'iogurt']",guisat,Índia
Mescla d’espècies barbacoa,petita,baixa,tebi,segon,informal,2.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre morè', 'sal', 'all', 'paprika', 'xipotle', 'caiena', 'romaní', 'llimona']",forn_brasa,Estats Units
Minestra italiana,mitjana,alta,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['tardor'],"['carbassó', 'albergínia', 'carbassa', 'ceba', 'kohlrabi', 'nap', 'pastanaga', 'brou', 'oli', 'albersos']",vegetal_proteic,Itàlia
Mini hamburgueses al grill,petita,alta,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'espècies', 'oli', 'pa', 'maionesa']",forn_brasa,Estats Units
Mini hamburgueses chipotle,petita,alta,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'sal', 'pebre', 'chipotle', 'all', 'maionesa', 'pa']",forn_brasa,Estats Units
Mini hamburgueses Tex-Mex,alta,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'comí', 'all', 'sal', 'pebre', 'chipotle', 'formatge', 'pa', 'mantega']",forn_brasa,Estats Units
Mini sliders de pollastre fregit del sud,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'espècies', 'midó', 'mantega', 'pa', 'oli', 'sal', 'pebre']",aus,Estats Units (Sud)
Mirchi Bada (pebrots fregits farcits de patata),mitjana,alta,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pebrot', 'patata', 'chili', 'espècies', 'farina de cigró', 'aigua', 'sal']",vegetal_proteic,Índia
Mirchi Bhajji (pebrots fregits farcits de cigrons),petita,baixa,calent,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pebrot', 'farina de cigró', 'espècies', 'herbes', 'oli']",vegetal_proteic,Índia
Mochi d’arròs integral torrat,alta,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs integral', 'aigua', 'sal']",farinaci_principal,Japó
Mofletes de pollastre amb pebre (gísoles nigerianes),mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mofletes de pollastre', 'ceba', 'farigola', 'cub de brou', 'sal', 'oli', 'xili']",aus,Nigèria
Mongetes al forn en olla holandesa,gran,alta,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bacó', 'carn picada', 'ceba', 'mongetes', 'ketchup', 'sucre morè', 'mostassa', 'melassa', 'worcestershire']",guisat,Països Baixos
Mongetes amb arròs,mitjana,mitjana,tebi,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'ceba', 'pebrot', 'api', 'all', 'oli', 'espècies', 'arròs']",vegetal_proteic,Internacional
Mongetes amb pernil (Habas con Jamon),mitjana,mitjana,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'ceba', 'pernil', 'oli']",guisat,Espanya
Mongetes Chuck Wagon,mitjana,mitjana,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bacó', 'carn picada', 'ceba', 'all', 'sucre morè', 'sucre', 'melassa', 'salsa barbacoa', 'mostassa', 'pebre', 'sal', 'xili', 'mongetes']",guisat,Estats Units
Mongetes d’ulls negres amb col verda,mitjana,mitjana,tebi,segon,informal,5.5,['totes'],['estiu'],"['oli', 'all', 'ceba', 'tomàquet', 'mongetes d’ulls negres', 'pebre de Caiena', 'llaurer', 'col verda', 'sal', 'pebre']",guisat,Estats Units (Sud)
Mongetes espanyoles amb cloïsses (Fabes con Almejas),mitjana,baixa,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'cloïsses', 'all', 'oli', 'ceba', 'pebre', 'paprika', 'julivert']",marisc,Espanya
Mongetes faves egípcies (Ful Medames),mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['faves', 'oli', 'all', 'comí', 'sal', 'pebrera', 'herbes', 'pa']",vegetal_proteic,Egipte
Mongetes glassejades amb melassa d’auró,mitjana,mitjana,tebi,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'melassa', 'sucre morè', 'ceba', 'mantega', 'pebre', 'sal', 'bacó']",guisat,Estats Units
Mongetes i arròs del sud-oest,petita,baixa,fred,segon,informal,5.0,['totes'],['estiu'],"['arròs', 'mongetes negres', 'tomàquet', 'comí']",vegetal_proteic,Estats Units
Mongetes i arròs zambians,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],['estiu'],"['oli', 'ceba', 'all', 'tomàquet', 'xili', 'arròs', 'mongetes', 'aigua', 'sal']",vegetal_proteic,Zàmbia
Mongetes negres picants,mitjana,mitjana,fred,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli de xili', 'oli vegetal', 'mongetes negres', 'sal', 'pebre', 'vinagre d’arròs', 'salsa de soia', 'xili']",vegetal_proteic,Xina
Mongetes pinto texanes,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes pinto', 'aigua', 'pebre negre', 'sal', 'os de pernil', 'llaurer']",guisat,Estats Units
Mongetes Pinto texanes del sud,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes pinto', 'aigua', 'paprika', 'sucre', 'sal', 'chili en pols', 'all en pols', 'ceba en pols', 'llorer']",guisat,Estats Units (Sud)
Mongetes Togoleses amb salsa especial (Ewa Aganyin),mitjana,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'ceba', 'sal', 'chili', 'oli', 'bouillon']",guisat,Togo
Mongetes verdes amb tomàquet i ceba,mitjana,mitjana,calent,segon,informal,5.0,['totes'],['estiu'],"['mongetes', 'oli', 'ceba', 'tomàquet', 'all', 'iogurt', 'sal']",vegetal_proteic,Mediterrània
Mongetes vermelles Cajun amb arròs,gran,alta,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes vermelles', 'pernil', 'api', 'ceba', 'pebrot', 'llaurer', 'espècies', 'salsa picant', 'arròs']",guisat,Estats Units (Sud)
Moniato bullit,petita,baixa,tebi,segon,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'aigua', 'sal', 'salsa picant']",vegetal_proteic,Internacional
Moniato fregit amb salsa de pebrot,petita,alta,calent,segon,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'oli', 'pebrot', 'peix sec', 'bouillon']",vegetal_proteic,Àfrica Occidental
Moniatos glacejats,mitjana,mitjana,calent,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'siro de xàrec', 'mantega', 'nous']",forn_brasa,Estats Units
Moong Dal indi,mitjana,mitjana,tebi,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘dal’, ‘pebres’, ‘cúrcuma’, ‘aigua’, ‘sal’, ‘oli’, ‘llavors’, ‘comí’]",vegetal_proteic,Índia
Moqueca de peix brasilera,mitjana,mitjana,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix', 'llimona', 'ceba', 'pebrot', 'tomàquet', 'cilantre', 'oli de dendê', 'llet de coco', 'sal', 'pebre']",peix,Brasil
Moussaka búlgara,mitjana,mitjana,calent,segon,informal,6.0,['totes'],['estiu'],"['oli', 'ceba', 'carn', 'patata', 'tomàquet', 'julivert', 'ou', 'iogurt', 'farina', 'sal', 'pebre']",forn_brasa,Bulgària
Muchomo d’Uganda (broquetes de vedella),mitjana,mitjana,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'llimona', 'sal', 'comí', 'all', 'cardamom', 'cayenna', 'vedella', 'ceba']",forn_brasa,Uganda
Mudde indi de mijo,gran,alta,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de ragi', 'aigua', 'ghee']",farinaci_principal,Índia
Murgh Makhni (Butter Chicken II),gran,alta,calent,segon,formal,6.5,['totes'],['estiu'],"[‘iogurt’, ‘gingebre’, ‘all’, ‘pebrot’, ‘pollastre’, ‘mantega’, ‘tomàquet’, ‘paprika’, ‘sal’, ‘garam masala’, ‘nata’]",aus,Índia
Musclos a la marinera,mitjana,mitjana,calent,segon,formal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'all', 'mantega', 'xerès', 'llorer', 'musclos', 'julivert', 'sal', 'pebre']",marisc,Mediterrània
Musclos amb patates,mitjana,baixa,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['musclos', 'patata', 'pastanaga', 'oli', 'vinagre', 'sal', 'pebre']",marisc,Bèlgica
Mussaca grega,alta,alta,tebi,segon,informal,6.0,['totes'],['estiu'],"['albergínia', 'oli', 'ceba', 'all', 'carn', 'tomàquet', 'vi', 'herbes', 'canella', 'farina', 'mantega', 'llet', 'formatge']",forn_brasa,Grècia
Nachos de pollastre rostit amb salsa de formatge i chile verd,gran,alta,tebi,segon,formal,8.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['tomàquet', 'xili', 'ceba', 'all', 'coriandre', 'llimona', 'comí', 'sal', 'mantega', 'farina', 'brou de pollastre', 'formatge', 'tortilla', 'pollastre', 'tomàquet cirerol', 'ceba tendra', 'nata', 'guacamole']",aus,Mèxic
Naus de cacauet nigerianes,petita,baixa,calent,segon,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘cacauets’, ‘pebre’, ‘sal’]",vegetal_proteic,Nigèria
Nuggets de pollastre barbacoa chipotle,mitjana,alta,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'midó', 'llimona', 'chipotle', 'oli', 'pebre']",aus,Estats Units
Nyoc de patata amb alfàbrega i tomàquets secs,mitjana,mitjana,tebi,segon,informal,7.0,['totes'],['estiu'],"['gnocchi', 'alfàbrega', 'all', 'tomàquets secs', 'pinyons']",farinaci_principal,Itàlia
Nyoclus eslovacs amb formatge (Bryndzové Halušky),mitjana,baixa,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'farina', 'formatge bryndza', 'bacó']",farinaci_principal,Eslovàquia
Nyoquis austríacs (Holzknechtnocken),mitjana,mitjana,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'aigua', 'greix animal']",farinaci_principal,Àustria
Oca colonial rostida,gran,alta,calent,segon,formal,7.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oca', 'mantega', 'mel', 'albercoc', 'ceba', 'pa ratllat', 'pebre', 'ou', 'pastanaga', 'ceba', 'herbes']",aus,Europa
Okra egípcia,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],['estiu'],"['mantega', 'ceba', 'pebrot', 'all', 'concentrat de tomàquet', 'bouillon', 'ocra', 'sal', 'pebre']",guisat,Egipte
Okra estofada nigeriana (Ila Alasepo),petita,baixa,calent,segon,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘aigua’, ‘oli’, ‘pebrot’, ‘carn’, ‘peix sec’, ‘ponmo’, ‘maggi’, ‘ocra’, ‘sal’]",guisat,Nigèria
Okra fregida picant,alta,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['okra', 'sal', 'pebre', 'pebre vermell', 'farina', 'salsa picant', 'oli']",guisat,Estats Units (Sud)
Olives farcides fregides (Ascolane),mitjana,alta,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salsa', 'porc', 'pollastre', 'olives', 'formatge', 'pell de llimona', 'nutmeg', 'canyella', 'espècies', 'ou', 'farina', 'pa ratllat', 'oli']",entrant_calent,Itàlia
Onunu amb salsa de peix,gran,alta,calent,segon,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['nyam', 'plàtan', 'sal', 'oli de palma', 'peix', 'pebrot', 'bouillon', 'ceba', 'tomàquet', 'espècies', 'fulles de curri']",guisat,Nigèria
Orada rostida en papillota,mitjana,alta,tebi,segon,formal,8.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cuscús', 'peix', 'sal', 'pebre', 'herbes', 'llimona', 'salsa worcestershire', 'vi', 'mantega']",peix,Mediterrània
Ossobuco a la milanesa,gran,alta,tebi,segon,formal,8.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'ceba', 'api', 'pastanaga', 'all', 'mantega', 'oli', 'vi blanc', 'brou de carn', 'tomàquet', 'anxova', 'herbes', 'pell de llimona', 'sal', 'pebre', 'farina']",guisat,Itàlia
Ostres arrebossades fregides,gran,alta,calent,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ostres', 'ou', 'nata', 'pa ratllat', 'sal', 'pebre', 'oli']",marisc,Estats Units
Ostres en escabetx,petita,mitjana,calent,segon,formal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ostres', 'sal', 'vinagre', 'pebre', 'nou moscada', 'clau']",marisc,Internacional
Ostres especiades,petita,baixa,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ostres', 'claus', 'pimienta de Jamaica', 'macis', 'cayena', 'sal', 'vinagre de sidra']",marisc,Carib
Ostres estofades,mitjana,mitjana,calent,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ostres', 'mantega', 'nata', 'nou moscada', 'llorer', 'sal', 'pebre']",marisc,Estats Units
Ostres Kilpatrick,mitjana,mitjana,tebi,segon,formal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salsa de tomàquet', 'salsa worcestershire', 'ostres', 'bacó', 'llimona']",marisc,Austràlia
Ostres rostides amb Madeira,mitjana,mitjana,calent,segon,formal,9.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ostres', 'mantega', 'vi de Madeira', 'sal', 'pebre de caiena']",marisc,Portugal
Ostres rostides simples,petita,baixa,calent,segon,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ostres', 'sal', 'pebre']",marisc,Internacional
Ous amb col i salsitxa turca,mitjana,mitjana,fred,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['col', 'ou', 'pasta de chili', 'oli', 'aigua', 'mantega de cacauet', 'sal', 'pebre', 'herbes']",aus,Turquia
Ous amb formatge cottage,petita,mitjana,calent,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'formatge cottage', 'espècies']",vegetal_proteic,Internacional
Ous Benedict portàtils,petita,alta,calent,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vinagre', 'ou', 'pa', 'formatge crema', 'salmó fumat']",aus,Estats Units
Ous fregits,mitjana,mitjana,calent,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'ou', 'sal', 'pebre']",aus,Internacional
Ous fregits amb espècies (Dirty Desert Eggs),mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'ou', 'espècies', 'sal', 'pebre']",aus,Internacional
Ous fregits amb oli d’oliva,mitjana,mitjana,calent,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli d’oliva', 'ou', 'sal', 'pebre']",aus,Mediterrània
Ous picants amb injera (Firfir),mitjana,mitjana,tebi,segon,informal,5.0,['totes'],['estiu'],"['oli', 'ceba', 'tomàquet', 'all', 'xili', 'berbere', 'ou', 'espècies', 'herbes']",aus,Etiòpia
Ous remenats amb vedella desfilada (Machacado con Huevo),petita,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'ou', 'vedella', 'tortilla', 'mongetes', 'formatge', 'salsa']",aus,Mèxic
